"","pid","condition","gender","age_cat","education","trial","WOA","Trust"
"488","S049","low","male","35-49","none",8,0.46078245355295,5
"489","S049","low","male","35-49","none",9,0.494162932573282,6
"490","S049","low","male","35-49","none",10,0.722586358725684,5
"491","S050","low","male","50-65","none",1,0.567033312244067,3
"492","S050","low","male","50-65","none",2,0.52653034035172,4
"493","S050","low","male","50-65","none",3,0.621726806531115,4
"494","S050","low","male","50-65","none",4,0.707776584565455,3
"495","S050","low","male","50-65","none",5,0.740710678670006,5
"496","S050","low","male","50-65","none",6,0.580829805762891,4
"497","S050","low","male","50-65","none",7,0.47499928495165,2
"498","S050","low","male","50-65","none",8,1.10468795297302,6
"499","S050","low","male","50-65","none",9,0.135626903648556,6
"500","S050","low","male","50-65","none",10,0.683571342846688,5
"501","S051","baseline","female","35-49","none",1,0.287831754258593,4
"502","S051","baseline","female","35-49","none",2,0.656463199060873,3
"503","S051","baseline","female","35-49","none",3,0.440952180371271,6
"504","S051","baseline","female","35-49","none",4,0.793945987162173,5
"505","S051","baseline","female","35-49","none",5,0.516238668437177,5
"506","S051","baseline","female","35-49","none",6,0.425292766441185,5
"507","S051","baseline","female","35-49","none",7,0.529943612731537,5
"508","S051","baseline","female","35-49","none",8,0.478839468864688,4
"509","S051","baseline","female","35-49","none",9,0.804393975959213,5
"510","S051","baseline","female","35-49","none",10,0.606744737380918,4
"511","S052","baseline","female","50-65","college",1,0.703375921573713,6
"512","S052","baseline","female","50-65","college",2,0.635166149451133,7
"513","S052","baseline","female","50-65","college",3,1.12871513413495,6
"514","S052","baseline","female","50-65","college",4,0.442320409324726,4
"515","S052","baseline","female","50-65","college",5,0.59332104170859,6
"516","S052","baseline","female","50-65","college",6,0.518274268445234,6
"517","S052","baseline","female","50-65","college",7,0.465163289344121,7
"518","S052","baseline","female","50-65","college",8,0.544470712571167,4
"519","S052","baseline","female","50-65","college",9,0.496251165881371,5
"520","S052","baseline","female","50-65","college",10,0.712813220199197,6
"521","S053","baseline","female","18-34","none",1,0.812310678870997,6
"522","S053","baseline","female","18-34","none",2,0.493903934586696,5
"523","S053","baseline","female","18-34","none",3,0.484852461048665,6
"524","S053","baseline","female","18-34","none",4,0.426640469456973,5
"525","S053","baseline","female","18-34","none",5,0.492906013069463,5
"526","S053","baseline","female","18-34","none",6,0.416673612700683,7
"527","S053","baseline","female","18-34","none",7,0.750637956228229,3
"528","S053","baseline","female","18-34","none",8,0.834149737844468,6
"529","S053","baseline","female","18-34","none",9,0.617523893525506,4
"530","S053","baseline","female","18-34","none",10,0.794078570314671,4
"531","S054","baseline","female","18-34","college",1,0.658143039269333,3
"532","S054","baseline","female","18-34","college",2,0.520923781816679,7
"533","S054","baseline","female","18-34","college",3,0.540982586468734,7
"534","S054","baseline","female","18-34","college",4,0.232985535647517,5
"535","S054","baseline","female","18-34","college",5,0.669841461609886,5
"536","S054","baseline","female","18-34","college",6,0.296566993522161,5
"537","S054","baseline","female","18-34","college",7,0.636155618475529,3
"538","S054","baseline","female","18-34","college",8,0.581438513994807,6
"539","S054","baseline","female","18-34","college",9,0.517659764535271,4
"540","S054","baseline","female","18-34","college",10,0.698250220067169,4
"541","S055","baseline","female","35-49","none",1,0.49172789541173,6
"542","S055","baseline","female","35-49","none",2,0.572571331357183,6
"543","S055","baseline","female","35-49","none",3,0.39124776580271,6
"544","S055","baseline","female","35-49","none",4,0.262565251839826,5
"545","S055","baseline","female","35-49","none",5,0.273107953892079,4
"546","S055","baseline","female","35-49","none",6,0.547168274223029,6
"547","S055","baseline","female","35-49","none",7,0.434165602554445,6
"548","S055","baseline","female","35-49","none",8,0.544282209733225,3
"549","S055","baseline","female","35-49","none",9,0.149436773243792,4
"550","S055","baseline","female","35-49","none",10,0.604325095831107,5
"551","S056","baseline","female","35-49","none",1,0.790750071138372,6
"552","S056","baseline","female","35-49","none",2,0.445253724945063,5
"553","S056","baseline","female","35-49","none",3,0.400546688289822,5
"554","S056","baseline","female","35-49","none",4,0.624426740829071,6
"555","S056","baseline","female","35-49","none",5,0.431420734983055,6
"556","S056","baseline","female","35-49","none",6,0.448807480429899,4
"557","S056","baseline","female","35-49","none",7,0.582434583113986,7
"558","S056","baseline","female","35-49","none",8,0.474633798545098,6
"559","S056","baseline","female","35-49","none",9,0.480447244814259,4
"560","S056","baseline","female","35-49","none",10,0.435391939393462,6
"561","S057","baseline","female","35-49","college",1,0.50780033659871,5
"562","S057","baseline","female","35-49","college",2,0.623734805413194,5
"563","S057","baseline","female","35-49","college",3,0.458986990260855,3
"564","S057","baseline","female","35-49","college",4,0.679104071073864,6
"565","S057","baseline","female","35-49","college",5,0.779617617154089,6
"566","S057","baseline","female","35-49","college",6,0.839993165501685,6
"567","S057","baseline","female","35-49","college",7,0.582174874657369,2
"568","S057","baseline","female","35-49","college",8,0.356909569525249,6
"569","S057","baseline","female","35-49","college",9,0.633973761637693,7
"570","S057","baseline","female","35-49","college",10,0.739107358367282,6
"571","S058","baseline","female","35-49","college",1,0.465893258404352,6
"572","S058","baseline","female","35-49","college",2,0.698763366279444,5
"573","S058","baseline","female","35-49","college",3,0.879628956910818,5
"574","S058","baseline","female","35-49","college",4,0.54801863196476,5
"575","S058","baseline","female","35-49","college",5,0.514228552764909,5
"576","S058","baseline","female","35-49","college",6,0.554205675434652,5
"577","S058","baseline","female","35-49","college",7,0.53126567523728,5
"578","S058","baseline","female","35-49","college",8,0.476408882765773,6
"579","S058","baseline","female","35-49","college",9,0.837521270888292,4
"580","S058","baseline","female","35-49","college",10,0.615475529404305,6
"581","S059","baseline","female","35-49","highschool",1,0.529301328298966,4
"582","S059","baseline","female","35-49","highschool",2,0.32177772703579,5
"583","S059","baseline","female","35-49","highschool",3,0.517002557868639,5
"584","S059","baseline","female","35-49","highschool",4,0.541568610679315,5
"585","S059","baseline","female","35-49","highschool",5,0.693094074272364,7
"586","S059","baseline","female","35-49","highschool",6,0.521652129220884,6
"587","S059","baseline","female","35-49","highschool",7,0.381219133780006,3
"588","S059","baseline","female","35-49","highschool",8,0.555145293473636,5
"589","S059","baseline","female","35-49","highschool",9,0.714157660527444,6
"590","S059","baseline","female","35-49","highschool",10,0.634954850128403,5
"591","S060","baseline","female","35-49","college",1,0.319099357847897,4
"592","S060","baseline","female","35-49","college",2,0.393431445769501,4
"593","S060","baseline","female","35-49","college",3,0.698302867144058,5
"594","S060","baseline","female","35-49","college",4,0.555586803179575,5
"595","S060","baseline","female","35-49","college",5,1.05404997853745,5
"596","S060","baseline","female","35-49","college",6,0.704330424595088,3
"597","S060","baseline","female","35-49","college",7,0.518269115877491,5
"598","S060","baseline","female","35-49","college",8,0.783265137703969,5
"599","S060","baseline","female","35-49","college",9,0.652761502654335,4
"600","S060","baseline","female","35-49","college",10,0.713679572202701,5
"601","S061","baseline","female","50-65","highschool",1,0.652959841049914,5
"602","S061","baseline","female","50-65","highschool",2,0.252518576692076,5
"603","S061","baseline","female","50-65","highschool",3,0.494027685721971,6
"604","S061","baseline","female","50-65","highschool",4,0.557979039797163,4
"605","S061","baseline","female","50-65","highschool",5,0.515248132818552,6
"606","S061","baseline","female","50-65","highschool",6,0.707506308720065,4
"607","S061","baseline","female","50-65","highschool",7,0.415892268393621,6
"608","S061","baseline","female","50-65","highschool",8,0.552933985353141,3
"609","S061","baseline","female","50-65","highschool",9,0.292355133855777,5
"610","S061","baseline","female","50-65","highschool",10,0.514882166538932,6
"611","S062","baseline","female","50-65","highschool",1,0.683629491494136,5
"612","S062","baseline","female","50-65","highschool",2,0.913258831547482,5
"613","S062","baseline","female","50-65","highschool",3,0.460044259995511,3
"614","S062","baseline","female","50-65","highschool",4,0.267506798438265,6
"615","S062","baseline","female","50-65","highschool",5,0.526529947757936,4
"616","S062","baseline","female","50-65","highschool",6,0.466056133542827,5
"617","S062","baseline","female","50-65","highschool",7,0.771148451530458,6
"618","S062","baseline","female","50-65","highschool",8,0.601843953234397,5
"619","S062","baseline","female","50-65","highschool",9,0.527984970693586,5
"620","S062","baseline","female","50-65","highschool",10,0.650849667381684,4
"621","S063","baseline","female","35-49","none",1,0.18667507525869,5
"622","S063","baseline","female","35-49","none",2,0.419813699588462,5
"623","S063","baseline","female","35-49","none",3,0.492944963995094,7
"624","S063","baseline","female","35-49","none",4,0.691813355418081,4
"625","S063","baseline","female","35-49","none",5,0.530410638167641,6
"626","S063","baseline","female","35-49","none",6,0.588137561594179,4
"627","S063","baseline","female","35-49","none",7,0.631352458041005,3
"628","S063","baseline","female","35-49","none",8,0.21498013165099,5
"629","S063","baseline","female","35-49","none",9,0.604656526651264,3
"630","S063","baseline","female","35-49","none",10,0.742642844701775,5
"631","S064","baseline","female","50-65","highschool",1,0.441364267410261,5
"632","S064","baseline","female","50-65","highschool",2,0.670121295093266,7
"633","S064","baseline","female","50-65","highschool",3,0.687288929808756,4
"634","S064","baseline","female","50-65","highschool",4,0.460203271186785,7
"635","S064","baseline","female","50-65","highschool",5,0.547139595269436,5
"636","S064","baseline","female","50-65","highschool",6,0.871088249573817,6
"637","S064","baseline","female","50-65","highschool",7,0.577752100622643,4
"638","S064","baseline","female","50-65","highschool",8,0.497034130789074,4
"639","S064","baseline","female","50-65","highschool",9,0.673722023303477,6
"640","S064","baseline","female","50-65","highschool",10,0.561520280767314,7
"641","S065","baseline","female","35-49","none",1,0.308523997920001,5
"642","S065","baseline","female","35-49","none",2,0.614893829223333,6
"643","S065","baseline","female","35-49","none",3,0.627446692803761,7
"644","S065","baseline","female","35-49","none",4,0.399866999192344,4
"645","S065","baseline","female","35-49","none",5,0.329505186063676,5
"646","S065","baseline","female","35-49","none",6,0.677508551439504,5
"647","S065","baseline","female","35-49","none",7,0.499130621094948,5
"648","S065","baseline","female","35-49","none",8,0.566613735063955,5
"649","S065","baseline","female","35-49","none",9,0.761517023219248,6
"650","S065","baseline","female","35-49","none",10,0.429679219918814,6
"651","S066","baseline","female","18-34","highschool",1,0.469172282058827,4
"652","S066","baseline","female","18-34","highschool",2,0.471908479274907,4
"653","S066","baseline","female","18-34","highschool",3,0.667330345724105,5
"654","S066","baseline","female","18-34","highschool",4,0.526681181803547,3
"655","S066","baseline","female","18-34","highschool",5,0.521402028080018,3
"656","S066","baseline","female","18-34","highschool",6,0.481673370438934,6
"657","S066","baseline","female","18-34","highschool",7,0.829625325017246,4
"658","S066","baseline","female","18-34","highschool",8,0.632078536351893,6
"659","S066","baseline","female","18-34","highschool",9,0.267361311347035,4
"660","S066","baseline","female","18-34","highschool",10,0.585690138924344,7
"661","S067","baseline","female","35-49","highschool",1,0.332444150314022,6
"662","S067","baseline","female","35-49","highschool",2,0.451240517835773,6
"663","S067","baseline","female","35-49","highschool",3,0.908881626489556,7
"664","S067","baseline","female","35-49","highschool",4,0.492813487242945,6
"665","S067","baseline","female","35-49","highschool",5,0.711529685937627,6
"666","S067","baseline","female","35-49","highschool",6,0.546139206818821,4
"667","S067","baseline","female","35-49","highschool",7,0.289492394261853,5
"668","S067","baseline","female","35-49","highschool",8,0.685122294979534,7
"669","S067","baseline","female","35-49","highschool",9,0.287395126541138,3
"670","S067","baseline","female","35-49","highschool",10,0.669925536113437,5
"671","S068","baseline","female","18-34","none",1,0.532322571908138,6
"672","S068","baseline","female","18-34","none",2,0.743374815260626,4
"673","S068","baseline","female","18-34","none",3,0.86198049418001,4
"674","S068","baseline","female","18-34","none",4,0.469471014268965,3
"675","S068","baseline","female","18-34","none",5,0.468736422931233,6
"676","S068","baseline","female","18-34","none",6,0.83174516247264,6
"677","S068","baseline","female","18-34","none",7,0.515577085881677,4
"678","S068","baseline","female","18-34","none",8,0.379835739862629,3
"679","S068","baseline","female","18-34","none",9,0.479861165586254,4
"680","S068","baseline","female","18-34","none",10,0.362885761712876,3
"681","S069","baseline","female","18-34","none",1,0.423886453043642,4
"682","S069","baseline","female","18-34","none",2,0.759099283128866,6
"683","S069","baseline","female","18-34","none",3,0.418958096920974,6
"684","S069","baseline","female","18-34","none",4,0.66524313701097,5
"685","S069","baseline","female","18-34","none",5,0.603534966097427,5
"686","S069","baseline","female","18-34","none",6,0.471849507706037,5
"687","S069","baseline","female","18-34","none",7,0.60203989560218,6
"688","S069","baseline","female","18-34","none",8,0.524990162915471,6
"689","S069","baseline","female","18-34","none",9,0.955211497184238,4
"690","S069","baseline","female","18-34","none",10,0.497443610957298,4
"691","S070","baseline","female","50-65","highschool",1,0.464656620024307,3
"692","S070","baseline","female","50-65","highschool",2,0.543453442942587,5
"693","S070","baseline","female","50-65","highschool",3,0.533034873507584,6
"694","S070","baseline","female","50-65","highschool",4,0.292330046319898,5
"695","S070","baseline","female","50-65","highschool",5,0.472660059441191,5
"696","S070","baseline","female","50-65","highschool",6,0.433670066640378,4
"697","S070","baseline","female","50-65","highschool",7,0.52074045953649,6
"698","S070","baseline","female","50-65","highschool",8,0.728262483111031,4
"699","S070","baseline","female","50-65","highschool",9,0.562436661079951,6
"700","S070","baseline","female","50-65","highschool",10,0.642573012896201,5
"701","S071","baseline","female","35-49","highschool",1,0.665736437818872,6
"702","S071","baseline","female","35-49","highschool",2,0.647706861224056,6
"703","S071","baseline","female","35-49","highschool",3,0.592559485458356,3
"704","S071","baseline","female","35-49","highschool",4,0.56438074699179,3
"705","S071","baseline","female","35-49","highschool",5,0.357217620176824,4
"706","S071","baseline","female","35-49","highschool",6,0.499899493815386,5
"707","S071","baseline","female","35-49","highschool",7,0.439729728869999,5
"708","S071","baseline","female","35-49","highschool",8,0.37962267600714,4
"709","S071","baseline","female","35-49","highschool",9,0.3323913578384,6
"710","S071","baseline","female","35-49","highschool",10,0.555362744699033,5
"711","S072","baseline","female","35-49","none",1,0.516548718314607,5
"712","S072","baseline","female","35-49","none",2,0.773302801550048,4
"713","S072","baseline","female","35-49","none",3,0.784011012860981,6
"714","S072","baseline","female","35-49","none",4,0.395426999268942,6
"715","S072","baseline","female","35-49","none",5,0.337078760089269,6
"716","S072","baseline","female","35-49","none",6,0.407925999823362,3
"717","S072","baseline","female","35-49","none",7,0.520513783899705,5
"718","S072","baseline","female","35-49","none",8,0.674383728815252,4
"719","S072","baseline","female","35-49","none",9,0.513044911802975,5
"720","S072","baseline","female","35-49","none",10,0.242839196875948,4
"721","S073","baseline","female","50-65","highschool",1,0.760928049536492,3
"722","S073","baseline","female","50-65","highschool",2,0.759849058774475,5
"723","S073","baseline","female","50-65","highschool",3,0.54905510844432,6
"724","S073","baseline","female","50-65","highschool",4,0.491696730442236,5
"725","S073","baseline","female","50-65","highschool",5,0.470882870363711,4
"726","S073","baseline","female","50-65","highschool",6,0.329108440063464,6
"727","S073","baseline","female","50-65","highschool",7,0.684460569903805,5
"728","S073","baseline","female","50-65","highschool",8,0.548680191976001,5
"729","S073","baseline","female","50-65","highschool",9,0.349534558067313,5
"730","S073","baseline","female","50-65","highschool",10,0.717160364955478,6
"731","S074","baseline","female","50-65","highschool",1,0.285216381223924,4
"732","S074","baseline","female","50-65","highschool",2,0.724245511352877,5
"733","S074","baseline","female","50-65","highschool",3,0.384846457968475,6
"734","S074","baseline","female","50-65","highschool",4,0.409858998014787,5
"735","S074","baseline","female","50-65","highschool",5,0.439095303320807,6
"736","S074","baseline","female","50-65","highschool",6,0.552774385086704,7
"737","S074","baseline","female","50-65","highschool",7,0.419577591473117,6
"738","S074","baseline","female","50-65","highschool",8,0.736455239819685,6
"739","S074","baseline","female","50-65","highschool",9,0.227170236085806,5
"740","S074","baseline","female","50-65","highschool",10,0.825441576510632,7
"741","S075","baseline","female","35-49","none",1,0.738125943701953,4
"742","S075","baseline","female","35-49","none",2,0.763809668187783,6
"743","S075","baseline","female","35-49","none",3,0.740998225382917,5
"744","S075","baseline","female","35-49","none",4,0.533600843690066,4
"745","S075","baseline","female","35-49","none",5,0.85451418084041,7
"746","S075","baseline","female","35-49","none",6,0.613249010668938,5
"747","S075","baseline","female","35-49","none",7,0.455656087493539,6
"748","S075","baseline","female","35-49","none",8,0.418910500145387,5
"749","S075","baseline","female","35-49","none",9,0.599909108621713,4
"750","S075","baseline","female","35-49","none",10,0.930518119402002,5
"751","S076","baseline","male","18-34","college",1,0.490563019888432,6
"752","S076","baseline","male","18-34","college",2,0.708743782944937,5
"753","S076","baseline","male","18-34","college",3,0.527904876046866,5
"754","S076","baseline","male","18-34","college",4,0.565929015614849,3
"755","S076","baseline","male","18-34","college",5,0.322341572324778,5
"756","S076","baseline","male","18-34","college",6,0.209070913863725,5
"757","S076","baseline","male","18-34","college",7,0.623439794101678,6
"758","S076","baseline","male","18-34","college",8,0.442974425128925,5
"759","S076","baseline","male","18-34","college",9,0.279314351387705,6
"760","S076","baseline","male","18-34","college",10,0.281674173773454,4
"761","S077","baseline","male","35-49","highschool",1,0.709287766015177,5
"762","S077","baseline","male","35-49","highschool",2,0.383712107862156,5
"763","S077","baseline","male","35-49","highschool",3,0.292973388626877,5
"764","S077","baseline","male","35-49","highschool",4,0.142633185244422,4
"765","S077","baseline","male","35-49","highschool",5,0.070236542598491,4
"766","S077","baseline","male","35-49","highschool",6,0.642299870532566,3
"767","S077","baseline","male","35-49","highschool",7,0.742948959983208,5
"768","S077","baseline","male","35-49","highschool",8,0.498628776427638,4
"769","S077","baseline","male","35-49","highschool",9,0.516894243140749,5
"770","S077","baseline","male","35-49","highschool",10,0.73809754859922,5
"771","S078","baseline","male","50-65","highschool",1,0.589048008020628,4
"772","S078","baseline","male","50-65","highschool",2,0.685412555007478,5
"773","S078","baseline","male","50-65","highschool",3,0.563259858538198,5
"774","S078","baseline","male","50-65","highschool",4,0.69388758413913,6
"775","S078","baseline","male","50-65","highschool",5,0.337246525889303,4
"776","S078","baseline","male","50-65","highschool",6,0.65557884348996,5
"777","S078","baseline","male","50-65","highschool",7,0.606458735175769,6
"778","S078","baseline","male","50-65","highschool",8,0.334864820875855,7
"779","S078","baseline","male","50-65","highschool",9,0.759104947550493,5
"780","S078","baseline","male","50-65","highschool",10,0.519770993612274,4
"781","S079","baseline","male","35-49","college",1,0.710271181556071,6
"782","S079","baseline","male","35-49","college",2,0.517609082084174,6
"783","S079","baseline","male","35-49","college",3,0.686949508871413,5
"784","S079","baseline","male","35-49","college",4,0.736269223274739,5
"785","S079","baseline","male","35-49","college",5,0.361371588397571,6
"786","S079","baseline","male","35-49","college",6,0.661518496832746,7
"787","S079","baseline","male","35-49","college",7,0.931214757508419,5
"788","S079","baseline","male","35-49","college",8,0.350752994830285,6
"789","S079","baseline","male","35-49","college",9,0.590048954834671,6
"790","S079","baseline","male","35-49","college",10,0.436053786767477,6
"791","S080","baseline","male","50-65","college",1,0.569344434266091,4
"792","S080","baseline","male","50-65","college",2,0.717452169762115,6
"793","S080","baseline","male","50-65","college",3,0.349397936142119,5
"794","S080","baseline","male","50-65","college",4,0.665970257570099,6
"795","S080","baseline","male","50-65","college",5,0.634019376454277,5
"796","S080","baseline","male","50-65","college",6,0.761055846135924,7
"797","S080","baseline","male","50-65","college",7,0.697168479060396,5
"798","S080","baseline","male","50-65","college",8,0.246891629565844,7
"799","S080","baseline","male","50-65","college",9,0.707966236733806,7
"800","S080","baseline","male","50-65","college",10,0.585202399829229,6
"801","S081","baseline","male","35-49","highschool",1,0.683340156656212,5
"802","S081","baseline","male","35-49","highschool",2,0.670748833392647,5
"803","S081","baseline","male","35-49","highschool",3,0.14138162136327,5
"804","S081","baseline","male","35-49","highschool",4,0.374633732785642,5
"805","S081","baseline","male","35-49","highschool",5,0.674648397165818,7
"806","S081","baseline","male","35-49","highschool",6,0.619462579716878,5
"807","S081","baseline","male","35-49","highschool",7,0.271484914290805,6
"808","S081","baseline","male","35-49","highschool",8,0.445216205814235,6
"809","S081","baseline","male","35-49","highschool",9,0.569012127315431,5
"810","S081","baseline","male","35-49","highschool",10,0.617240290089217,3
"811","S082","baseline","male","50-65","college",1,0.739894886425317,3
"812","S082","baseline","male","50-65","college",2,0.659717854745333,4
"813","S082","baseline","male","50-65","college",3,0.540666551794738,5
"814","S082","baseline","male","50-65","college",4,0.960020785236335,5
"815","S082","baseline","male","50-65","college",5,0.701479859367642,6
"816","S082","baseline","male","50-65","college",6,0.648980603656799,4
"817","S082","baseline","male","50-65","college",7,0.619081242972973,3
"818","S082","baseline","male","50-65","college",8,0.727361362833111,5
"819","S082","baseline","male","50-65","college",9,0.668370204857813,4
"820","S082","baseline","male","50-65","college",10,0.482743246782845,3
"821","S083","baseline","male","50-65","highschool",1,0.535194472244497,7
"822","S083","baseline","male","50-65","highschool",2,0.566245169365066,6
"823","S083","baseline","male","50-65","highschool",3,0.293879392729889,5
"824","S083","baseline","male","50-65","highschool",4,0.523220923395395,7
"825","S083","baseline","male","50-65","highschool",5,0.70469200180243,7
"826","S083","baseline","male","50-65","highschool",6,0.436779975056255,6
"827","S083","baseline","male","50-65","highschool",7,0.436378549936123,5
"828","S083","baseline","male","50-65","highschool",8,0.485961794809508,6
"829","S083","baseline","male","50-65","highschool",9,0.756198707692955,7
"830","S083","baseline","male","50-65","highschool",10,0.464672514117133,6
"831","S084","baseline","male","35-49","college",1,0.419716048599711,7
"832","S084","baseline","male","35-49","college",2,0.493775883297722,6
"833","S084","baseline","male","35-49","college",3,0.48432382832294,7
"834","S084","baseline","male","35-49","college",4,0.559975342534822,4
"835","S084","baseline","male","35-49","college",5,0.522654468624586,6
"836","S084","baseline","male","35-49","college",6,0.851961520509367,4
"837","S084","baseline","male","35-49","college",7,0.752179905054902,5
"838","S084","baseline","male","35-49","college",8,0.324908966493052,6
"839","S084","baseline","male","35-49","college",9,0.61042754807348,5
"840","S084","baseline","male","35-49","college",10,0.506744722527402,7
"841","S085","baseline","male","18-34","none",1,0.409210294010626,4
"842","S085","baseline","male","18-34","none",2,0.472243374648549,5
"843","S085","baseline","male","18-34","none",3,0.890245492100064,6
"844","S085","baseline","male","18-34","none",4,0.514694665012701,6
"845","S085","baseline","male","18-34","none",5,0.619049696436238,6
"846","S085","baseline","male","18-34","none",6,0.497075188594411,4
"847","S085","baseline","male","18-34","none",7,0.542953428682635,5
"848","S085","baseline","male","18-34","none",8,0.789468196709621,4
"849","S085","baseline","male","18-34","none",9,0.573042029882914,4
"850","S085","baseline","male","18-34","none",10,0.207796682653438,4
"851","S086","baseline","male","18-34","college",1,0.566826530482175,5
"852","S086","baseline","male","18-34","college",2,0.363729317966896,4
"853","S086","baseline","male","18-34","college",3,0.503204464721768,5
"854","S086","baseline","male","18-34","college",4,0.470682565041334,7
"855","S086","baseline","male","18-34","college",5,0.626547860110477,4
"856","S086","baseline","male","18-34","college",6,0.790913211741136,6
"857","S086","baseline","male","18-34","college",7,0.652685599368513,6
"858","S086","baseline","male","18-34","college",8,0.421935022744304,5
"859","S086","baseline","male","18-34","college",9,0.53600367657396,6
"860","S086","baseline","male","18-34","college",10,0.252743406803244,5
"861","S087","baseline","male","18-34","college",1,0.876440014033433,5
"862","S087","baseline","male","18-34","college",2,0.724028023902929,5
"863","S087","baseline","male","18-34","college",3,0.338548236720545,6
"864","S087","baseline","male","18-34","college",4,0.323786024328119,4
"865","S087","baseline","male","18-34","college",5,0.410704723065235,4
"866","S087","baseline","male","18-34","college",6,0.579071213264637,2
"867","S087","baseline","male","18-34","college",7,0.335520191857521,4
"868","S087","baseline","male","18-34","college",8,0.526618991356166,6
"869","S087","baseline","male","18-34","college",9,0.469267262178391,3
"870","S087","baseline","male","18-34","college",10,0.359531336799683,3
"871","S088","baseline","male","50-65","none",1,0.723933557009044,5
"872","S088","baseline","male","50-65","none",2,0.503483752928214,5
"873","S088","baseline","male","50-65","none",3,0.400739802906397,5
"874","S088","baseline","male","50-65","none",4,0.58493707586412,5
"875","S088","baseline","male","50-65","none",5,0.477279539793445,6
"876","S088","baseline","male","50-65","none",6,0.512056666834821,6
"877","S088","baseline","male","50-65","none",7,0.425314429049553,5
"878","S088","baseline","male","50-65","none",8,0.839829496706612,6
"879","S088","baseline","male","50-65","none",9,0.414609540591202,7
"880","S088","baseline","male","50-65","none",10,0.627130423882495,5
"881","S089","baseline","male","35-49","college",1,0.516588977258033,4
"882","S089","baseline","male","35-49","college",2,0.258790114422509,5
"883","S089","baseline","male","35-49","college",3,0.559841724993135,5
"884","S089","baseline","male","35-49","college",4,0.205136621431572,4
"885","S089","baseline","male","35-49","college",5,0.75364351110027,7
"886","S089","baseline","male","35-49","college",6,0.207694229781738,5
"887","S089","baseline","male","35-49","college",7,0.812612734562018,7
"888","S089","baseline","male","35-49","college",8,0.525402360891015,4
"889","S089","baseline","male","35-49","college",9,0.273822628307799,6
"890","S089","baseline","male","35-49","college",10,0.475696349033941,7
"891","S090","baseline","male","18-34","none",1,0.721833257460747,4
"892","S090","baseline","male","18-34","none",2,0.197299645149474,5
"893","S090","baseline","male","18-34","none",3,0.624964635578007,7
"894","S090","baseline","male","18-34","none",4,0.732145144509268,4
"895","S090","baseline","male","18-34","none",5,0.575001837263397,7
"896","S090","baseline","male","18-34","none",6,0.541630755628802,7
"897","S090","baseline","male","18-34","none",7,0.59293175601739,7
"898","S090","baseline","male","18-34","none",8,0.405955986546712,6
"899","S090","baseline","male","18-34","none",9,0.494880757076149,5
"900","S090","baseline","male","18-34","none",10,0.516574936449774,6
"901","S091","baseline","male","50-65","college",1,0.675256612008705,4
"902","S091","baseline","male","50-65","college",2,0.460468850913839,6
"903","S091","baseline","male","50-65","college",3,0.561832614443829,6
"904","S091","baseline","male","50-65","college",4,0.609842764363142,7
"905","S091","baseline","male","50-65","college",5,0.572245525307225,6
"906","S091","baseline","male","50-65","college",6,0.584729120200449,6
"907","S091","baseline","male","50-65","college",7,0.599113408490234,4
"908","S091","baseline","male","50-65","college",8,0.404006107380621,5
"909","S091","baseline","male","50-65","college",9,0.655758023659823,6
"910","S091","baseline","male","50-65","college",10,0.555420498331033,5
"911","S092","baseline","male","18-34","highschool",1,0.704059517796058,6
"912","S092","baseline","male","18-34","highschool",2,0.226056037488292,7
"913","S092","baseline","male","18-34","highschool",3,0.734517052924586,6
"914","S092","baseline","male","18-34","highschool",4,0.391307151214031,7
"915","S092","baseline","male","18-34","highschool",5,0.419901916528288,6
"916","S092","baseline","male","18-34","highschool",6,0.766561599275993,7
"917","S092","baseline","male","18-34","highschool",7,0.687130970204358,5
"918","S092","baseline","male","18-34","highschool",8,0.57455039661146,7
"919","S092","baseline","male","18-34","highschool",9,0.407883422018701,7
"920","S092","baseline","male","18-34","highschool",10,0.500414329872429,6
"921","S093","baseline","male","50-65","none",1,0.36864008737969,6
"922","S093","baseline","male","50-65","none",2,0.363268082664051,5
"923","S093","baseline","male","50-65","none",3,0.571359935266707,6
"924","S093","baseline","male","50-65","none",4,0.458437439181146,6
"925","S093","baseline","male","50-65","none",5,0.350048624305329,5
"926","S093","baseline","male","50-65","none",6,0.444990580219202,5
"927","S093","baseline","male","50-65","none",7,0.459196802306528,6
"928","S093","baseline","male","50-65","none",8,0.760117199403634,7
"929","S093","baseline","male","50-65","none",9,0.924536887608162,5
"930","S093","baseline","male","50-65","none",10,0.470141730239065,5
"931","S094","baseline","male","50-65","college",1,0.456154935648496,6
"932","S094","baseline","male","50-65","college",2,0.627907879810713,5
"933","S094","baseline","male","50-65","college",3,0.534542647370561,5
"934","S094","baseline","male","50-65","college",4,0.751720650519174,3
"935","S094","baseline","male","50-65","college",5,0.467704405443022,5
"936","S094","baseline","male","50-65","college",6,0.433592571946923,5
"937","S094","baseline","male","50-65","college",7,0.642036149720578,5
"938","S094","baseline","male","50-65","college",8,0.787762119334024,7
"939","S094","baseline","male","50-65","college",9,0.317978477643485,4
"940","S094","baseline","male","50-65","college",10,0.549232455130148,4
"941","S095","baseline","male","50-65","none",1,0.54931950973585,6
"942","S095","baseline","male","50-65","none",2,0.464667815048232,4
"943","S095","baseline","male","50-65","none",3,0.293975109887358,6
